"streetlight_model","streetlight_type","streetlight_wattage","longitude","latitude"
"COBRA","IND","165.0","-117.23220175","32.86766019"
"COBRA","IND","165.0","-117.23172764","32.86775805"
"COBRA","HPS","150.0","-117.23312918","32.86650167"
"COBRA","IND","165.0","-117.24354032","32.87584794"
"COBRA","IND","165.0","-117.24408498","32.88238595"
"COBRA","IND","85.0","-117.24408171","32.877677"
"COBRA","IND","165.0","-117.24168349","32.89803815"
"COBRA","IND","165.0","-117.21972591","32.88154586"
"COBRA","HPS","150.0","-117.22178794","32.86940792"
"COBRA","HPS","","-117.21140736","32.8672458"
"COBRA","IND","85.0","-117.22781216","32.84312606"
"COBRA","IND","85.0","-117.22950501","32.84317089"
"COBRA","IND","85.0","-117.24206015","32.8494446"
"COBRA","IND","85.0","-117.22576445","32.83216098"
"COBRA","IND","85.0","-117.23010184","32.84043291"
"COBRA","IND","85.0","-117.22701317","32.84065726"
"COBRA","IND","85.0","-117.22600724","32.84110122"
"COBRA","IND","85.0","-117.22682281","32.8420118"
"COBRA","IND","85.0","-117.2273561","32.84243135"
"COBRA","IND","85.0","-117.22890931","32.84245343"
"COBRA","IND","85.0","-117.23122664","32.84130035"
"COBRA","IND","85.0","-117.23213204","32.84272199"
"COBRA","IND","85.0","-117.23102505","32.84268859"
"COBRA","IND","55.0","-117.23297939","32.84223966"
"COBRA","IND","85.0","-117.22553952","32.84379395"
"COBRA","IND","85.0","-117.23814664","32.84905801"
"COBRA","IND","85.0","-117.24075924","32.84871347"
"COBRA","IND","55.0","-117.24098516","32.85755105"
"COBRA","IND","85.0","-117.24216321","32.86102544"
"COBRA","IND","85.0","-117.24210379","32.86176501"
"COBRA","IND","85.0","-117.24551955","32.8625447"
"COBRA","IND","85.0","-117.22466345","32.86076767"
"COBRA","IND","85.0","-117.22547366","32.86167138"
"COBRA","IND","85.0","-117.22515544","32.86189579"
"COBRA","IND","85.0","-117.22345124","32.86024602"
"COBRA","IND","85.0","-117.22035486","32.85898816"
"COBRA","IND","85.0","-117.219019","32.86094766"
"COBRA","IND","85.0","-117.21672096","32.86089445"
"COBRA","IND","85.0","-117.2158421","32.86067694"
"COBRA","IND","85.0","-117.21478193","32.86130177"
"COBRA","IND","85.0","-117.21660053","32.86246089"
"COBRA","IND","85.0","-117.21400861","32.86232345"
"COBRA","IND","85.0","-117.21268237","32.85889375"
"COBRA","IND","85.0","-117.21178545","32.8580404"
"COBRA","IND","85.0","-117.21053051","32.85654738"
"COBRA","IND","85.0","-117.21121378","32.85645981"
"COBRA","IND","85.0","-117.21298133","32.85646186"
"COBRA","IND","55.0","-117.21474652","32.85663409"
"COBRA","IND","85.0","-117.21950246","32.85381814"
"COBRA","IND","85.0","-117.22300091","32.85051664"
"COBRA","IND","85.0","-117.21311295","32.85373578"
"COBRA","IND","85.0","-117.22232816","32.84952155"
"COBRA","IND","85.0","-117.22052607","32.84710868"
"COBRA","IND","85.0","-117.22259419","32.83150923"
"COBRA","IND","85.0","-117.22427683","32.83173778"
"COBRA","IND","85.0","-117.22316545","32.83332491"
"COBRA","IND","85.0","-117.23199613","32.84044604"
"COBRA","IND","85.0","-117.2252042","32.8441561"
"COBRA","IND","85.0","-117.22010321","32.84624326"
"COBRA","IND","85.0","-117.24584324","32.83101019"
"COBRA","IND","85.0","-117.22553335","32.82962648"
"COBRA","IND","85.0","-117.22586356","32.83039225"
"COBRA","IND","85.0","-117.2270505","32.83301376"
"COBRA","IND","85.0","-117.24065623","32.85958639"
"COBRA","IND","85.0","-117.24447472","32.86185049"
"COBRA","IND","85.0","-117.24240867","32.84925288"
"COBRA","IND","85.0","-117.22569639","32.85070596"
"COBRA","IND","55.0","-117.22853036","32.85133607"
"COBRA","IND","85.0","-117.21300249","32.85791229"
"COBRA","IND","85.0","-117.21461857","32.85729983"
"COBRA","IND","85.0","-117.21700969","32.85245423"
"COBRA","IND","85.0","-117.21872496","32.85305948"
"COBRA","IND","85.0","-117.22361497","32.85134886"
"COBRA","IND","85.0","-117.21149473","32.85341747"
"COBRA","IND","85.0","-117.222728","32.84747598"
"COBRA","IND","85.0","-117.22060669","32.84914251"
"COBRA","IND","85.0","-117.22211235","32.83432579"
"COBRA","IND","85.0","-117.22243816","32.86037876"
"COBRA","IND","85.0","-117.22189645","32.8611615"
"COBRA","IND","85.0","-117.22701897","32.84325213"
"COBRA","IND","85.0","-117.22123377","32.84640076"
"COBRA","IND","85.0","-117.22312091","32.84715332"
"COBRA","IND","85.0","-117.22504172","32.82745267"
"COBRA","IND","85.0","-117.23079865","32.84078376"
"COBRA","IND","85.0","-117.2249891","32.84091063"
"COBRA","IND","85.0","-117.22599581","32.84290557"
"COBRA","IND","85.0","-117.2415158","32.84820247"
"COBRA","IND","85.0","-117.24399621","32.85857277"
"COBRA","IND","85.0","-117.24186757","32.85930126"
"COBRA","IND","85.0","-117.24153164","32.85969269"
"COBRA","IND","85.0","-117.24173051","32.86265028"
"COBRA","IND","85.0","-117.22863947","32.85036623"
"COBRA","IND","85.0","-117.22523698","32.86079247"
"COBRA","IND","85.0","-117.22078187","32.86076912"
"COBRA","IND","85.0","-117.22197626","32.86068502"
"COBRA","IND","85.0","-117.221749","32.85975409"
"COBRA","IND","85.0","-117.22096373","32.85891155"
"COBRA","IND","85.0","-117.21929103","32.86060002"
"COBRA","IND","85.0","-117.2202526","32.8607788"
"COBRA","IND","85.0","-117.2160073","32.86223524"
"COBRA","IND","85.0","-117.21736137","32.85511347"
"COBRA","IND","55.0","-117.21747515","32.8564809"
"COBRA","IND","85.0","-117.21205244","32.85586935"
"COBRA","IND","85.0","-117.21815727","32.85396882"
"COBRA","IND","85.0","-117.22000212","32.84501389"
"COBRA","IND","85.0","-117.22179165","32.8290453"
"COBRA","IND","85.0","-117.22303306","32.82937558"
"COBRA","IND","85.0","-117.22394462","32.83139148"
"COBRA","IND","85.0","-117.23213851","32.84879643"
"COBRA","IND","85.0","-117.23200232","32.84434225"
"COBRA","IND","85.0","-117.24248917","32.85781021"
"COBRA","IND","85.0","-117.21731242","32.86192113"
"COBRA","IND","85.0","-117.2226776","32.86004905"
"COBRA","IND","85.0","-117.22400488","32.84571997"
"COBRA","IND","85.0","-117.22480434","32.84492928"
"COBRA","IND","85.0","-117.21152955","32.85102786"
"COBRA","IND","85.0","-117.23155335","32.84372122"
"COBRA","IND","85.0","-117.24582945","32.83052058"
"COBRA","IND","85.0","-117.23028978","32.83983409"
"COBRA","IND","85.0","-117.22701142","32.84136888"
"COBRA","IND","85.0","-117.23017377","32.84201775"
"COBRA","IND","85.0","-117.24042123","32.85894615"
"COBRA","IND","85.0","-117.24307335","32.85175838"
"COBRA","IND","55.0","-117.22624152","32.85141932"
"COBRA","IND","85.0","-117.21887429","32.85949625"
"COBRA","IND","85.0","-117.21745368","32.86035572"
"COBRA","IND","85.0","-117.21050668","32.85587331"
"COBRA","IND","85.0","-117.21415511","32.85790448"
"COBRA","IND","85.0","-117.21628626","32.85385664"
"COBRA","IND","85.0","-117.21430866","32.85315167"
"COBRA","IND","85.0","-117.22114112","32.85149547"
"COBRA","IND","85.0","-117.21157301","32.85286703"
"COBRA","IND","85.0","-117.21355419","32.85338058"
"COBRA","IND","85.0","-117.21341972","32.86175097"
"COBRA","IND","85.0","-117.22606413","32.82767039"
"COBRA","IND","85.0","-117.24591633","32.8314379"
"COBRA","IND","85.0","-117.22661717","32.82983486"
"COBRA","IND","85.0","-117.22583604","32.84205435"
"COBRA","IND","85.0","-117.23057201","32.84341583"
"COBRA","IND","85.0","-117.22430327","32.84533728"
"COBRA","IND","85.0","-117.24205297","32.86022165"
"COBRA","IND","85.0","-117.22530638","32.85037302"
"COBRA","IND","85.0","-117.22764452","32.85100916"
"COBRA","IND","85.0","-117.22970168","32.8502036"
"COBRA","IND","85.0","-117.21862794","32.85970029"
"COBRA","IND","85.0","-117.21674445","32.86160498"
"COBRA","IND","85.0","-117.21571888","32.86162744"
"COBRA","IND","85.0","-117.21539475","32.86194133"
"COBRA","IND","85.0","-117.21384236","32.86275524"
"COBRA","IND","85.0","-117.21283248","32.85731518"
"COBRA","IND","85.0","-117.21613561","32.85273684"
"COBRA","IND","55.0","-117.21549591","32.8537073"
"COBRA","IND","85.0","-117.21557843","32.85309815"
"COBRA","IND","85.0","-117.21870534","32.85084363"
"COBRA","IND","85.0","-117.22237156","32.84865833"
"COBRA","IND","85.0","-117.22472458","32.83151358"
"COBRA","IND","85.0","-117.22079796","32.83362858"
"COBRA","IND","85.0","-117.2222336","32.86146536"
"COBRA","IND","85.0","-117.22688011","32.827427"
"COBRA","IND","85.0","-117.22774255","32.82741414"
"COBRA","IND","85.0","-117.22527099","32.82821285"
"COBRA","IND","85.0","-117.22431448","32.82826979"
"COBRA","IND","85.0","-117.22587296","32.83169609"
"COBRA","IND","85.0","-117.22823852","32.83999347"
"COBRA","IND","55.0","-117.23354512","32.84310411"
"COBRA","IND","85.0","-117.23747165","32.84792309"
"COBRA","IND","85.0","-117.23911273","32.84857163"
"COBRA","IND","85.0","-117.24059368","32.86095807"
"COBRA","IND","85.0","-117.2422311","32.86260871"
"COBRA","IND","55.0","-117.22668362","32.85161924"
"COBRA","IND","85.0","-117.2304926","32.8500324"
"COBRA","IND","85.0","-117.22633089","32.86070268"
"COBRA","IND","85.0","-117.22544326","32.86189601"
"COBRA","IND","85.0","-117.21956537","32.85931288"
"COBRA","IND","85.0","-117.22038359","32.8601173"
"COBRA","IND","85.0","-117.21693343","32.8601975"
"COBRA","IND","85.0","-117.21131567","32.85909774"
"COBRA","IND","85.0","-117.21105853","32.85838689"
"COBRA","IND","55.0","-117.21549229","32.85720037"
"COBRA","IND","85.0","-117.2222422","32.85085393"
"COBRA","IND","85.0","-117.22304366","32.85387154"
"COBRA","IND","55.0","-117.22657853","32.85224804"
"COBRA","IND","85.0","-117.2133859","32.85262567"
"COBRA","IND","85.0","-117.21968864","32.83320692"
"COBRA","IND","85.0","-117.22398637","32.83215672"
"COBRA","IND","85.0","-117.24553529","32.84886071"
"COBRA","IND","85.0","-117.22267644","32.84801855"
"COBRA","IND","85.0","-117.22414145","32.8276471"
"COBRA","IND","85.0","-117.22604355","32.82870842"
"COBRA","IND","85.0","-117.22494913","32.8302941"
"COBRA","IND","85.0","-117.23133321","32.84021102"
"COBRA","IND","85.0","-117.22499411","32.84194472"
"COBRA","IND","85.0","-117.23253297","32.84098563"
"COBRA","IND","85.0","-117.2323644","32.84372385"
"COBRA","IND","85.0","-117.22529631","32.84347632"
"COBRA","IND","85.0","-117.23866141","32.8474086"
"COBRA","IND","85.0","-117.23922373","32.8490862"
"COBRA","IND","85.0","-117.240507","32.8493618"
"COBRA","IND","85.0","-117.2413687","32.84722223"
"COBRA","IND","85.0","-117.24087898","32.84652768"
"COBRA","IND","85.0","-117.24065799","32.86183569"
"COBRA","IND","85.0","-117.24395708","32.86279986"
"COBRA","IND","85.0","-117.22537177","32.85121375"
"COBRA","IND","55.0","-117.22647117","32.85105633"
"COBRA","IND","55.0","-117.22924855","32.85072222"
"COBRA","IND","85.0","-117.22543492","32.86050684"
"COBRA","IND","85.0","-117.22081573","32.85986576"
"COBRA","IND","85.0","-117.21887005","32.8612763"
"COBRA","IND","85.0","-117.2172076","32.86108545"
"COBRA","IND","85.0","-117.21517063","32.8609584"
"COBRA","IND","85.0","-117.21616952","32.86184153"
"COBRA","IND","85.0","-117.21129426","32.8570583"
"COBRA","IND","55.0","-117.2147272","32.85581015"
"COBRA","IND","85.0","-117.22048888","32.85329855"
"COBRA","IND","85.0","-117.21718491","32.8535025"
"COBRA","IND","85.0","-117.22049065","32.85175915"
"COBRA","IND","85.0","-117.22252424","32.8517535"
"COBRA","IND","85.0","-117.22205872","32.84721489"
"COBRA","IND","85.0","-117.22085566","32.84467021"
"COBRA","IND","85.0","-117.22368174","32.82828393"
"COBRA","IND","85.0","-117.21795553","32.8515371"
"COBRA","IND","85.0","-117.22161878","32.84697134"
"COBRA","IND","85.0","-117.23231456","32.82944685"
"COBRA","IND","85.0","-117.23221918","32.8286301"
"COBRA","IND","85.0","-117.23222963","32.82775504"
"COBRA","IND","85.0","-117.22884056","32.86212783"
"COBRA","IND","85.0","-117.2380396","32.86260264"
"COBRA","IND","85.0","-117.23846722","32.85820702"
"COBRA","IND","85.0","-117.2384973","32.85951273"
"COBRA","IND","85.0","-117.2380485","32.86100788"
"COBRA","IND","85.0","-117.21813291","32.82752198"
"COBRA","IND","85.0","-117.21728456","32.83155562"
"COBRA","IND","85.0","-117.21705149","32.82740544"
"COBRA","IND","85.0","-117.21438781","32.82733582"
"COBRA","IND","85.0","-117.21495328","32.82791406"
"COBRA","IND","85.0","-117.21555041","32.8283795"
"COBRA","IND","85.0","-117.21692321","32.82935022"
"COBRA","IND","85.0","-117.21533268","32.8291732"
"COBRA","IND","85.0","-117.2169383","32.83048486"
"COBRA","IND","85.0","-117.2139217","32.82787709"
"COBRA","IND","85.0","-117.23440525","32.84914976"
"COBRA","IND","85.0","-117.23389482","32.85012752"
"COBRA","IND","85.0","-117.23263722","32.85188256"
"COBRA","IND","85.0","-117.2315777","32.8534114"
"COBRA","IND","85.0","-117.22994088","32.85460721"
"COBRA","IND","85.0","-117.22957178","32.85454414"
"COBRA","IND","85.0","-117.23034159","32.85494257"
"COBRA","IND","85.0","-117.22901729","32.85622336"
"COBRA","IND","165.0","-117.22805309","32.85550393"
"COBRA","IND","85.0","-117.2284362","32.85547253"
"COBRA","IND","85.0","-117.22763227","32.85714583"
"COBRA","IND","85.0","-117.22759372","32.85691888"
"COBRA","IND","85.0","-117.23116476","32.84496974"
"COBRA","IND","85.0","-117.23017788","32.84455277"
"COBRA","IND","85.0","-117.23257392","32.84542676"
"COBRA","IND","85.0","-117.22557583","32.84501754"
"COBRA","IND","85.0","-117.22464081","32.8462377"
"COBRA","IND","85.0","-117.22536357","32.84662648"
"COBRA","IND","85.0","-117.22451902","32.84833141"
"COBRA","IND","85.0","-117.23314774","32.84392096"
"COBRA","IND","85.0","-117.2237601","32.84740569"
"COBRA","IND","85.0","-117.22334101","32.84881563"
"COBRA","IND","85.0","-117.22488699","32.84571832"
"COBRA","IND","165.0","-117.22279296","32.84996819"
"COBRA","IND","165.0","-117.22236672","32.84978279"
"COBRA","IND","165.0","-117.21939758","32.85145591"
"COBRA","IND","165.0","-117.22065978","32.85087251"
"COBRA","IND","165.0","-117.21896943","32.85138118"
"COBRA","IND","85.0","-117.21580434","32.85024686"
"COBRA","IND","85.0","-117.21620381","32.8496197"
"COBRA","IND","85.0","-117.21697951","32.84835475"
"COBRA","IND","85.0","-117.21628416","32.84577749"
"COBRA","IND","85.0","-117.21531257","32.84529679"
"COBRA","IND","85.0","-117.21864708","32.83169803"
"COBRA","IND","85.0","-117.21707322","32.84700772"
"COBRA","IND","85.0","-117.21998373","32.83166801"
"COBRA","IND","85.0","-117.21880827","32.83079992"
"COBRA","IND","85.0","-117.21785929","32.84693157"
"COBRA","IND","85.0","-117.21890676","32.83015714"
"COBRA","IND","85.0","-117.21752067","32.84601454"
"COBRA","IND","85.0","-117.21865036","32.8469823"
"COBRA","IND","85.0","-117.22067407","32.83094003"
"COBRA","IND","85.0","-117.22106288","32.8306667"
"COBRA","IND","85.0","-117.22828732","32.83317563"
"COBRA","IND","85.0","-117.22687033","32.83192772"
"COBRA","IND","85.0","-117.22689639","32.83453924"
"COBRA","IND","85.0","-117.22986281","32.83663959"
"COBRA","IND","85.0","-117.22966704","32.83580273"
"COBRA","IND","85.0","-117.22933029","32.8351119"
"COBRA","IND","85.0","-117.22883439","32.83456049"
"COBRA","IND","85.0","-117.2284059","32.83405278"
"COBRA","IND","85.0","-117.22742312","32.83507791"
"COBRA","IND","85.0","-117.22603389","32.83548901"
"COBRA","IND","85.0","-117.22641805","32.83600043"
"COBRA","IND","85.0","-117.2264935","32.8338716"
"COBRA","IND","85.0","-117.2244908","32.83310542"
"COBRA","IND","85.0","-117.22484301","32.83270993"
"COBRA","IND","85.0","-117.22790254","32.83557529"
"COBRA","IND","85.0","-117.22609136","32.83657757"
"COBRA","IND","85.0","-117.22729793","32.83647538"
"COBRA","IND","85.0","-117.22848526","32.83606054"
"COBRA","IND","85.0","-117.22333886","32.83555809"
"COBRA","IND","85.0","-117.220232","32.83766753"
"COBRA","IND","85.0","-117.21884391","32.83702011"
"COBRA","IND","85.0","-117.21931279","32.83651439"
"COBRA","IND","85.0","-117.21955096","32.83053648"
"COBRA","IND","85.0","-117.22004716","32.83006373"
"COBRA","IND","85.0","-117.22180108","32.83033196"
"COBRA","IND","85.0","-117.22210525","32.83094518"
"COBRA","IND","85.0","-117.22075529","32.83183963"
"COBRA","IND","85.0","-117.22013539","32.8325955"
"COBRA","IND","85.0","-117.21629804","32.83227226"
"COBRA","IND","85.0","-117.21659603","32.83346964"
"COBRA","IND","85.0","-117.21922186","32.83381689"
"COBRA","IND","85.0","-117.21867706","32.83466134"
"COBRA","IND","85.0","-117.2216189","32.83481152"
"COBRA","IND","85.0","-117.21968162","32.83466908"
"COBRA","IND","85.0","-117.22136207","32.83552207"
"COBRA","IND","85.0","-117.22070769","32.83595495"
"COBRA","IND","85.0","-117.21954551","32.83540667"
"COBRA","IND","85.0","-117.22089671","32.83745056"
"COBRA","IND","85.0","-117.2197318","32.83665307"
"COBRA","IND","85.0","-117.21696761","32.83842582"
"COBRA","IND","85.0","-117.21757444","32.83714588"
"COBRA","IND","85.0","-117.21866606","32.83500434"
"COBRA","IND","85.0","-117.2186731","32.8354117"
"COBRA","IND","85.0","-117.21867499","32.83571815"
"COBRA","IND","85.0","-117.21692205","32.83539531"
"COBRA","IND","85.0","-117.21763726","32.83573525"
"COBRA","IND","85.0","-117.21174965","32.8314735"
"COBRA","IND","85.0","-117.21417805","32.83052325"
"COBRA","IND","85.0","-117.21506741","32.83214241"
"COBRA","IND","85.0","-117.21421846","32.83151321"
"COBRA","IND","85.0","-117.21272969","32.83234072"
"COBRA","IND","85.0","-117.21367589","32.83297546"
"COBRA","IND","85.0","-117.21429278","32.8334286"
"COBRA","IND","85.0","-117.21498731","32.83422617"
"COBRA","IND","85.0","-117.21365161","32.83189182"
"COBRA","IND","85.0","-117.21393743","32.83215178"
"COBRA","IND","85.0","-117.21106543","32.83110268"
"COBRA","IND","85.0","-117.21086641","32.82934327"
"COBRA","IND","85.0","-117.21283084","32.82926035"
"COBRA","IND","85.0","-117.21227891","32.82989306"
"COBRA","IND","85.0","-117.21201568","32.8308218"
"COBRA","IND","85.0","-117.21193728","32.82880067"
"COBRA","IND","85.0","-117.21081567","32.828728"
"COBRA","IND","85.0","-117.22501196","32.83421202"
"COBRA","IND","85.0","-117.22585184","32.83498289"
"COBRA","IND","85.0","-117.21048113","32.84136419"
"COBRA","IND","85.0","-117.2109476","32.83774419"
"COBRA","IND","85.0","-117.21187678","32.83606477"
"COBRA","IND","85.0","-117.22874516","32.85718288"
"COBRA","IND","85.0","-117.22920386","32.85800949"
"COBRA","IND","85.0","-117.22948828","32.85806971"
"COBRA","IND","85.0","-117.22958169","32.86027632"
"COBRA","IND","85.0","-117.22793354","32.85715252"
"COBRA","IND","85.0","-117.22789369","32.85691121"
"COBRA","IND","85.0","-117.22639827","32.85739644"
"COBRA","IND","85.0","-117.21306601","32.83625448"
"COBRA","IND","85.0","-117.21280606","32.83760388"
"COBRA","IND","85.0","-117.21072947","32.83682636"
"COBRA","IND","85.0","-117.21193509","32.83655792"
"COBRA","IND","85.0","-117.21352305","32.83792241"
"COBRA","IND","85.0","-117.22543143","32.85814777"
"COBRA","IND","85.0","-117.22684729","32.85740588"
"COBRA","IND","85.0","-117.21385275","32.83926183"
"COBRA","IND","85.0","-117.21264297","32.83949809"
"COBRA","IND","85.0","-117.21287059","32.83999108"
"COBRA","IND","85.0","-117.22521977","32.86159646"
"COBRA","IND","85.0","-117.22294988","32.86118826"
"COBRA","IND","85.0","-117.21369075","32.83678003"
"COBRA","IND","85.0","-117.22130302","32.8579432"
"COBRA","IND","85.0","-117.2141854","32.83618163"
"COBRA","IND","85.0","-117.21264962","32.83551031"
"COBRA","IND","85.0","-117.22172418","32.85895224"
"COBRA","IND","85.0","-117.22260848","32.8612317"
"COBRA","IND","85.0","-117.2208352","32.86142334"
"COBRA","IND","85.0","-117.22267418","32.86148777"
"COBRA","IND","85.0","-117.21053339","32.84001883"
"COBRA","IND","85.0","-117.22305244","32.86146712"
"COBRA","IND","85.0","-117.22453952","32.83487516"
"COBRA","IND","85.0","-117.22742943","32.83404695"
"COBRA","IND","55.0","-117.22721648","32.83086053"
"COBRA","IND","85.0","-117.21798995","32.83506131"
"COBRA","IND","85.0","-117.21699241","32.83658041"
"COBRA","IND","85.0","-117.21663101","32.83150061"
"COBRA","IND","85.0","-117.21943515","32.83282276"
"COBRA","IND","85.0","-117.23193483","32.8311813"
"COBRA","IND","85.0","-117.22399364","32.85258877"
"COBRA","IND","85.0","-117.24449108","32.84436139"
"COBRA","IND","85.0","-117.2217022","32.84838602"
"COBRA","IND","150.0","-117.22181217","32.8478069"
"COBRA","IND","85.0","-117.22053152","32.85002948"
"COBRA","IND","85.0","-117.21947728","32.85051323"
"COBRA","IND","85.0","-117.24300778","32.84439322"
"COBRA","IND","85.0","-117.21861425","32.85236414"
"COBRA","IND","85.0","-117.21760831","32.85388384"
"COBRA","IND","85.0","-117.24346719","32.84481083"
"COBRA","IND","85.0","-117.21910984","32.8498479"
"COBRA","IND","85.0","-117.21969898","32.8493747"
"COBRA","IND","85.0","-117.21990064","32.84844104"
"COBRA","IND","85.0","-117.21594509","32.85540134"
"COBRA","IND","70.0","-117.21840509","32.84993234"
"COBRA","IND","165.0","-117.24557957","32.83198289"
"COBRA","IND","85.0","-117.24535726","32.83218601"
"COBRA","IND","55.0","-117.24594194","32.83406669"
"COBRA","IND","85.0","-117.24489144","32.83072994"
"COBRA","IND","85.0","-117.24477821","32.83045248"
"COBRA","IND","85.0","-117.24508666","32.83042053"
"COBRA","IND","85.0","-117.24516942","32.8306693"
"COBRA","IND","165.0","-117.24208793","32.82791454"
"COBRA","IND","165.0","-117.24268531","32.82885495"
"COBRA","IND","85.0","-117.24364674","32.82914844"
"COBRA","IND","85.0","-117.2428418","32.82727125"
"COBRA","IND","165.0","-117.24167234","32.8273782"
"COBRA","IND","85.0","-117.24145012","32.82873348"
"COBRA","IND","85.0","-117.23618635","32.82753351"
"COBRA","IND","85.0","-117.23722256","32.82865862"
"COBRA","IND","55.0","-117.22023098","32.85283463"
"COBRA","IND","165.0","-117.23734291","32.85407805"
"COBRA","IND","85.0","-117.23255681","32.86040604"
"COBRA","IND","85.0","-117.23349453","32.8562418"
"COBRA","IND","85.0","-117.23525448","32.85680133"
"COBRA","IND","85.0","-117.23570708","32.85446226"
"COBRA","LPS","85.0","-117.23499836","32.85739343"
"COBRA","IND","85.0","-117.23517827","32.85808107"
"COBRA","IND","85.0","-117.23481803","32.85877175"
"COBRA","IND","85.0","-117.23118089","32.85724993"
"COBRA","IND","85.0","-117.23100084","32.85896158"
"COBRA","IND","85.0","-117.23089671","32.86072816"
"COBRA","IND","85.0","-117.23341854","32.86080696"
"COBRA","IND","85.0","-117.23369095","32.86090025"
"COBRA","IND","85.0","-117.23335421","32.86101208"
"COBRA","IND","85.0","-117.23360407","32.86115694"
"COBRA","IND","85.0","-117.23488645","32.86185825"
"COBRA","IND","85.0","-117.22614684","32.84685308"
"COBRA","IND","85.0","-117.22612362","32.84760578"
"COBRA","IND","85.0","-117.22607531","32.84859323"
"COBRA","IND","85.0","-117.22628525","32.84826067"
"COBRA","IND","85.0","-117.22752851","32.84816707"
"COBRA","IND","85.0","-117.22911833","32.8475231"
"COBRA","IND","85.0","-117.22872395","32.84691282"
"COBRA","IND","85.0","-117.22822787","32.84627904"
"COBRA","IND","85.0","-117.22701516","32.84671711"
"COBRA","IND","85.0","-117.22636942","32.84628779"
"COBRA","IND","85.0","-117.22728334","32.84749718"
"COBRA","IND","85.0","-117.22264112","32.84630982"
"COBRA","IND","85.0","-117.22318724","32.84547559"
"COBRA","IND","85.0","-117.22391377","32.84221738"
"COBRA","IND","85.0","-117.22306629","32.84109334"
"COBRA","IND","85.0","-117.22353878","32.84137106"
"COBRA","IND","85.0","-117.22368915","32.84395491"
"COBRA","IND","85.0","-117.22245124","32.84500002"
"COBRA","IND","85.0","-117.22196692","32.84587238"
"COBRA","IND","85.0","-117.22148479","32.84558437"
"COBRA","IND","85.0","-117.21970025","32.84349763"
"COBRA","IND","85.0","-117.22097906","32.84355722"
"COBRA","IND","85.0","-117.2226157","32.84397291"
"COBRA","IND","85.0","-117.22201678","32.84109746"
"COBRA","IND","85.0","-117.22158842","32.84226026"
"COBRA","IND","85.0","-117.22257555","32.84264381"
"COBRA","IND","85.0","-117.22067411","32.841661619999996"
"COBRA","IND","85.0","-117.21971434","32.84234934"
"COBRA","IND","85.0","-117.21629364","32.85096765"
"COBRA","IND","85.0","-117.21690778","32.84998359"
"COBRA","IND","85.0","-117.21783571","32.84836752"
"COBRA","IND","85.0","-117.21789189","32.84471506"
"COBRA","IND","85.0","-117.21652996","32.84403993"
"COBRA","IND","85.0","-117.21562669","32.84460182"
"COBRA","IND","85.0","-117.21467647","32.84482138"
"COBRA","IND","85.0","-117.21487362","32.8502494"
"COBRA","IND","85.0","-117.21508278","32.84986944"
"COBRA","IND","85.0","-117.21600946","32.8485099"
"COBRA","IND","85.0","-117.21537897","32.84738457"
"COBRA","IND","85.0","-117.21623961","32.84794915"
"COBRA","IND","85.0","-117.21515019","32.84593818"
"COBRA","IND","85.0","-117.21407005","32.84970003"
"COBRA","IND","85.0","-117.21387135","32.84861359"
"COBRA","IND","85.0","-117.21170759","32.84859197"
"COBRA","IND","85.0","-117.21277075","32.84815503"
"COBRA","IND","85.0","-117.21160483","32.84680223"
"COBRA","IND","85.0","-117.21152047","32.84789349"
"COBRA","IND","85.0","-117.21247528","32.84669891"
"COBRA","IND","85.0","-117.21188408","32.84576972"
"COBRA","IND","85.0","-117.21340831","32.84950955"
"COBRA","IND","85.0","-117.21350867","32.85042278"
"COBRA","IND","85.0","-117.21229085","32.85511191"
"COBRA","IND","85.0","-117.21296034","32.85510496"
"COBRA","IND","85.0","-117.21237737","32.85290172"
"COBRA","IND","85.0","-117.21300428","32.8516305"
"COBRA","IND","85.0","-117.21217582","32.85166954"
"COBRA","IND","85.0","-117.21921866","32.82920656"
"COBRA","IND","85.0","-117.21823899","32.82930857"
"COBRA","IND","85.0","-117.21760886","32.8297913"
"COBRA","IND","85.0","-117.2202791","32.82890102"
"COBRA","IND","85.0","-117.22101356","32.82858464"
"COBRA","IND","85.0","-117.22208435","32.8279282"
"COBRA","IND","85.0","-117.22285441","32.82772153"
"COBRA","IND","150.0","-117.2211383","32.84763405"
"COBRA","IND","85.0","-117.22082532","32.84818289"
"COBRA","IND","85.0","-117.22144408","32.84943545"
"COBRA","IND","85.0","-117.21770181","32.83201833"
"COBRA","IND","85.0","-117.21887441","32.83266368"
"COBRA","IND","85.0","-117.23952489","32.85291764"
"COBRA","IND","85.0","-117.24078775","32.84963047"
"COBRA","IND","85.0","-117.23984456","32.85920474"
"COBRA","IND","85.0","-117.23896769","32.86130119"
"COBRA","IND","85.0","-117.2398419","32.86110882"
"COBRA","IND","85.0","-117.23899557","32.85599817"
"COBRA","IND","85.0","-117.23864535","32.85667702"
"COBRA","IND","85.0","-117.21078967","32.83354089"
"COBRA","IND","85.0","-117.23576063","32.85550661"
"COBRA","IND","165.0","-117.2420512","32.82823272"
"COBRA","IND","85.0","-117.22189902","32.84198432"
"COBRA","IND","85.0","-117.23777953","32.85009358"
"COBRA","IND","85.0","-117.22845173","32.84041192"
"COBRA","IND","85.0","-117.22257779","32.8625886"
