"streetlight_model","streetlight_type","streetlight_wattage","longitude","latitude"
"COBRA","HPS","200.0","-117.19988393","32.74566154"
"COBRA","HPS","200.0","-117.20030403","32.74616866"
"COBRA","HPS","100.0","-117.19990445","32.74592901"
"COBRA","HPS","200.0","-117.20112375","32.74643447"
"COBRA","HPS","250.0","-117.20109821","32.74666493"
"COBRA","HPS","250.0","-117.2013662","32.74657899"
"COBRA","HPS","250.0","-117.20109315","32.74666351"
"COBRA","IND","250.0","-117.2017858","32.74679419"
"COBRA","HPS","250.0","-117.20157702","32.74699675"
"COBRA","HPS","250.0","-117.20201775","32.74696951"
"COBRA","HPS","250.0","-117.20231359","32.74742713"
"COBRA","HPS","250.0","-117.20395121","32.74843305"
"COBRA","HPS","200.0","-117.20469284","32.74867748"
"COBRA","HPS","200.0","-117.20522555","32.74924853"
"COBRA","HPS","250.0","-117.20549812","32.74916237"
"COBRA","HPS","100.0","-117.20556043","32.74945273"
"TEARDROP","LPS","35.0","-117.20999844","32.74752887"
"TEARDROP","LPS","55.0","-117.20972667","32.74793933"
"TEARDROP","LPS","55.0","-117.20939601","32.74815446"
"TEARDROP","LPS","55.0","-117.21020478","32.74874189"
"TEARDROP","LPS","55.0","-117.20987067","32.74837111"
"COBRA","IND","85.0","-117.20993569","32.74376932"
"COBRA","IND","55.0","-117.20933099","32.74354108"
"COBRA","IND","85.0","-117.21014166","32.74273943"
"COBRA","IND","85.0","-117.19990053","32.74490194"
"COBRA","IND","85.0","-117.20065038","32.74472422"
"COBRA","IND","85.0","-117.20250541","32.74429606"
"COBRA","IND","85.0","-117.17603936","32.75093173"
"COBRA","IND","85.0","-117.17775348","32.75092093"
"COBRA","IND","85.0","-117.1786013","32.75072509"
"COBRA","IND","85.0","-117.17693763","32.75079007"
"COBRA","IND","85.0","-117.17682901","32.74977983"
"COBRA","IND","85.0","-117.20725234","32.7559535"
"COBRA","IND","85.0","-117.18339745","32.75313871"
"COBRA","IND","85.0","-117.1824429","32.75258662"
"COBRA","IND","85.0","-117.18389272","32.75378249"
"COBRA","IND","85.0","-117.1871666","32.75129979"
"COBRA","IND","85.0","-117.18705081","32.75109562"
"COBRA","IND","85.0","-117.1851869","32.75130707"
"COBRA","IND","85.0","-117.1894366","32.75104498"
"COBRA","IND","85.0","-117.18996549","32.75050982"
"COBRA","IND","85.0","-117.2034992","32.75438866"
"COBRA","IND","85.0","-117.17839013","32.74950336"
"COBRA","IND","85.0","-117.17509375","32.74981009"
"COBRA","IND","85.0","-117.18638253","32.7435858"
"COBRA","IND","85.0","-117.18670861","32.74346835"
"COBRA","LED","200.0","-117.18648682","32.74172844"
"COBRA","HPS","200.0","-117.18678302","32.74184409"
"COBRA","HPS","200.0","-117.18692591","32.74270231"
"COBRA","HPS","200.0","-117.18761279","32.74215263"
"COBRA","HPS","200.0","-117.18802147","32.74233104"
"COBRA","HPS","200.0","-117.18841814","32.74252383"
"COBRA","HPS","200.0","-117.1886959","32.7426392"
"COBRA","HPS","200.0","-117.18910599","32.74282935"
"COBRA","HPS","200.0","-117.18953127","32.74303824"
"COBRA","HPS","200.0","-117.18979765","32.74316085"
"COBRA","HPS","200.0","-117.19020423","32.74334809"
"COBRA","HPS","200.0","-117.1905908","32.74352705"
"COBRA","HPS","200.0","-117.19089727","32.74367125"
"COBRA","HPS","200.0","-117.19127388","32.74390253"
"COBRA","HPS","200.0","-117.191596","32.7442055"
"COBRA","HPS","200.0","-117.19184232","32.7443465"
"COBRA","IND","85.0","-117.19126921","32.74473828"
"COBRA","LPS","55.0","-117.19206596","32.74510028"
"COBRA","HPS","200.0","-117.19265654","32.74447588"
"COBRA","HPS","200.0","-117.19217046","32.74424827"
"COBRA","HPS","200.0","-117.19306376","32.74463011"
"COBRA","HPS","200.0","-117.1937809","32.7449926"
"COBRA","IND","85.0","-117.18972495","32.74493222"
"COBRA","IND","85.0","-117.18889583","32.7445077"
"COBRA","HPS","150.0","-117.18427788","32.74236787"
"POSTTOP","HPS","100.0","-117.18524426","32.74281839"
"COBRA","IND","85.0","-117.18347093","32.74195628"
"COBRA","HPS","250.0","-117.18296906","32.7419904"
"COBRA","IND","85.0","-117.18322074","32.74185543"
"COBRA","HPS","100.0","-117.18143318","32.74083306"
"COBRA","HPS","200.0","-117.18074343","32.74073779"
"COBRA","HPS","200.0","-117.17835565","32.73633085"
"COBRA","HPS","200.0","-117.17856422","32.73670563"
"COBRA","HPS","200.0","-117.1788515","32.73757046"
"COBRA","HPS","200.0","-117.17908203","32.73792722"
"COBRA","HPS","200.0","-117.1792846","32.73821629"
"COBRA","HPS","200.0","-117.17961585","32.73851297"
"COBRA","HPS","200.0","-117.17913833","32.73805025"
"COBRA","HPS","200.0","-117.18001003","32.73873754"
"COBRA","IND","85.0","-117.18128248","32.74346986"
"COBRA","IND","85.0","-117.18103853","32.74321476"
"COBRA","IND","85.0","-117.18200778","32.7429665"
"COBRA","HPS","150.0","-117.18226795","32.74279504"
"COBRA","IND","85.0","-117.18171381","32.74308581"
"COBRA","IND","85.0","-117.1831843","32.74221988"
"COBRA","IND","85.0","-117.17978497","32.75115201"
"COBRA","IND","85.0","-117.18035648","32.75187313"
"COBRA","IND","85.0","-117.18036879","32.75169569"
"COBRA","IND","85.0","-117.18118639","32.74310139"
"COBRA","IND","85.0","-117.18141609","32.74332908"
"COBRA","IND","55.0","-117.19202941","32.74967196"
"COBRA","IND","85.0","-117.18838515","32.74708076"
"COBRA","IND","165.0","-117.18879534","32.7516636"
"COBRA","IND","165.0","-117.1862457","32.7511515"
"COBRA","IND","165.0","-117.18461666","32.75115545"
"COBRA","IND","165.0","-117.18309987","32.75286399"
"COBRA","IND","85.0","-117.18237925","32.75235515"
"COBRA","IND","165.0","-117.18405032","32.75383722"
"COBRA","IND","165.0","-117.17514355","32.75101864"
"COBRA","IND","165.0","-117.18954814","32.74663423"
"COBRA","IND","85.0","-117.17858903","32.75270873"
"COBRA","IND","165.0","-117.18880865","32.74642233"
"COBRA","IND","85.0","-117.18685942","32.7454682"
"COBRA","IND","85.0","-117.18319193","32.74351009"
"COBRA","IND","85.0","-117.19691681","32.72509291"
"COBRA","IND","85.0","-117.19691119","32.72522092"
"COBRA","IND","85.0","-117.20508883","32.75134738"
"COBRA","IND","85.0","-117.20618819","32.74989884"
"COBRA","HPS","200.0","-117.21031252","32.75051889"
"COBRA","HPS","200.0","-117.20859341","32.75027969"
"COBRA","IND","85.0","-117.20471993","32.75106155"
"COBRA","IND","85.0","-117.20463708","32.75146969"
"COBRA","IND","85.0","-117.20171241","32.75451658"
"COBRA","IND","85.0","-117.20195317","32.75478385"
"COBRA","IND","85.0","-117.20336693","32.75310538"
"COBRA","IND","85.0","-117.20404224","32.7523005"
"COBRA","IND","85.0","-117.20501136","32.7516843"
"COBRA","IND","85.0","-117.20459714","32.75180138"
"COBRA","IND","85.0","-117.1971823","32.7250925"
"COBRA","IND","85.0","-117.20512356","32.75293669"
"COBRA","IND","165.0","-117.20811008","32.75319035"
"COBRA","IND","165.0","-117.20840113","32.75323067"
"COBRA","IND","165.0","-117.20421356","32.75380331"
"COBRA","IND","165.0","-117.20537076","32.75566904"
"COBRA","IND","165.0","-117.20512976","32.75533775"
"COBRA","IND","165.0","-117.20520232","32.75399757"
"COBRA","IND","165.0","-117.20508972","32.75184722"
"COBRA","IND","165.0","-117.20555911","32.75187863"
"COBRA","IND","165.0","-117.20850807","32.75295287"
"COBRA","IND","165.0","-117.2082342","32.75288304"
"COBRA","IND","165.0","-117.20638702","32.74961237"
"COBRA","IND","165.0","-117.20604541","32.74944364"
"COBRA","IND","165.0","-117.2046336","32.75136443"
"COBRA","IND","165.0","-117.20434974","32.75152183"
"COBRA","IND","165.0","-117.20303082","32.75307552"
"COBRA","IND","165.0","-117.20236321","32.75383364"
"COBRA","IND","165.0","-117.2026881","32.75386516"
"COBRA","IND","165.0","-117.20039532","32.75110964"
"COBRA","IND","165.0","-117.19995944","32.74977872"
"COBRA","IND","165.0","-117.19920646","32.74844764"
"COBRA","IND","85.0","-117.20470033","32.75291714"
"COBRA","IND","85.0","-117.20393413","32.75243465"
"COBRA","IND","85.0","-117.20476828","32.7539387"
"COBRA","IND","85.0","-117.20479656","32.75417937"
"COBRA","IND","85.0","-117.2052177","32.75448551"
"COBRA","IND","165.0","-117.20468485","32.75534945"
"COBRA","IND","165.0","-117.19811132","32.74632463"
"COBRA","IND","165.0","-117.20093802","32.75559237"
"COBRA","IND","85.0","-117.20053784","32.75358364"
"COBRA","IND","165.0","-117.20128408","32.75552847"
"COBRA","IND","165.0","-117.20120855","32.75509179"
"COBRA","IND","165.0","-117.20043775","32.7532785"
"COBRA","IND","165.0","-117.20082465","32.75527152"
"COBRA","IND","165.0","-117.20081353","32.75503247"
"COBRA","IND","165.0","-117.20082206","32.75304955"
"COBRA","IND","165.0","-117.20370468","32.75231929"
"COBRA","IND","165.0","-117.20581472","32.75362822"
"COBRA","IND","85.0","-117.19886196","32.75429174"
"COBRA","IND","85.0","-117.19870101","32.75428281"
"COBRA","IND","165.0","-117.19968835","32.74800956"
"COBRA","IND","165.0","-117.20940144","32.75028165"
"COBRA","IND","165.0","-117.2093964","32.75052364"
"COBRA","IND","165.0","-117.20957472","32.75030766"
"COBRA","IND","165.0","-117.20960798","32.75053409"
"POSTTOP","HPS","250.0","-117.18889171","32.75143521"
"COBRA","IND","85.0","-117.17524261","32.73501334"
"COBRA","IND","85.0","-117.17967543","32.7401048"
"COBRA","IND","85.0","-117.17673987","32.73676219"
"COBRA","IND","85.0","-117.17660636","32.73655173"
"COBRA","IND","85.0","-117.17631317","32.73623408"
"COBRA","IND","165.0","-117.17493787","32.73291066"
"COBRA","IND","165.0","-117.17780553","32.73610895"
"COBRA","IND","85.0","-117.17692348","32.73666575"
"COBRA","IND","85.0","-117.17657315","32.73688923"
"COBRA","IND","165.0","-117.17602789","32.73747696"
"COBRA","IND","85.0","-117.17734382","32.73897195"
"COBRA","IND","165.0","-117.17825465","32.73971015"
"COBRA","IND","165.0","-117.17806794","32.73980036"
"COBRA","IND","165.0","-117.17820861","32.73995764"
"COBRA","IND","85.0","-117.17853628","32.74040611"
"COBRA","IND","165.0","-117.17838031","32.73987145"
"COBRA","IND","165.0","-117.1816408","32.74281585"
"COBRA","HPS","150.0","-117.18134814","32.74300609"
"COBRA","IND","85.0","-117.17673555","32.73702603"
"COBRA","IND","85.0","-117.1748795","32.7290375"
"COBRA","IND","165.0","-117.21043761","32.75330081"
"COBRA","IND","165.0","-117.21038926","32.7536006"
"COBRA","IND","165.0","-117.21000221","32.75320899"
"COBRA","IND","165.0","-117.2088158","32.7530042"
"COBRA","IND","165.0","-117.20798083","32.75284176"
"COBRA","IND","85.0","-117.17754246","32.74321944"
"COBRA","IND","85.0","-117.18371184","32.75428223"
"COBRA","IND","165.0","-117.20988734","32.75350253"
"COBRA","IND","85.0","-117.17817603","32.73615069"
"COBRA","IND","165.0","-117.17845041","32.73592488"
"COBRA","IND","165.0","-117.17828408","32.73576537"
"COBRA","IND","165.0","-117.17797244","32.73598532"
"COBRA","IND","85.0","-117.19265653","32.75059142"
"COBRA","IND","85.0","-117.19065034","32.74889436"
"COBRA","IND","85.0","-117.19056248","32.74961062"
"COBRA","IND","85.0","-117.19912412","32.74518547"
"COBRA","IND","165.0","-117.20145227","32.74452463"
"COBRA","IND","165.0","-117.19937493","32.7486974"
"COBRA","IND","85.0","-117.17603714","32.74980534"
"COBRA","IND","85.0","-117.17993904","32.75168332"
"COBRA","IND","85.0","-117.18165106","32.75210463"
"COBRA","IND","165.0","-117.18269078","32.75277243"
"GATEWAY","LPS","150.0","-117.19019457","32.75170849"
"COBRA","IND","165.0","-117.21019869","32.72870538"
"COBRA","IND","165.0","-117.20931758","32.72881835"
"COBRA","IND","165.0","-117.20864905","32.7289266"
"COBRA","IND","165.0","-117.2089738","32.7288845"
"COBRA","IND","165.0","-117.20865555","32.72924911"
"COBRA","IND","165.0","-117.20907487","32.72919489"
"GATEWAY","","","-117.19010304","32.75167264"
"GATEWAY","","","-117.19675055","32.753011"
"POSTTOP","LPS","35.0","-117.19338064","32.75582619"
"POSTTOP","LPS","35.0","-117.19294165","32.75538188"
"POSTTOP","","0.0","-117.19277429","32.75503888"
"POSTTOP","LPS","35.0","-117.1925415","32.75507161"
"POSTTOP","","0.0","-117.19256278","32.75486658"
"POSTTOP","HPS","0.0","-117.19174487","32.75483724"
"POSTTOP","LPS","35.0","-117.19135075","32.75474229"
"POSTTOP","","0.0","-117.19094686","32.75503269"
"POSTTOP","","0.0","-117.19076977","32.7549452"
"GATEWAY","","","-117.19011672","32.75510555"
"POSTTOP","","0.0","-117.190402","32.75548603"
"POSTTOP","LPS","35.0","-117.1905987","32.75574471"
"POSTTOP","LPS","55.0","-117.19149324","32.7557627"
"POSTTOP","","0.0","-117.19186104","32.75554508"
"GATEWAY","","0.0","-117.19122769","32.75584495"
"COBRA","","","-117.19095278","32.75403538"
"GATEWAY","","0.0","-117.19611681","32.75532106"
"GATEWAY","","0.0","-117.19788433","32.7553812"
"GATEWAY","UNKNOWN","","-117.19790921","32.75544517"
"GATEWAY","HPS","100.0","-117.19711884","32.75571722"
"GATEWAY","","","-117.19715136","32.75572148"
"GATEWAY","HPS","100.0","-117.19684367","32.7555768"
"GATEWAY","","","-117.1968601","32.75554497"
"POSTTOP","","","-117.19615373","32.75534297"
"GATEWAY","","0.0","-117.19604552","32.7551298"
"GATEWAY","","","-117.1960175","32.75510028"
"GATEWAY","","","-117.19489943","32.75459602"
"GATEWAY","","0.0","-117.19490791","32.75457878"
"GATEWAY","","0.0","-117.19481767","32.75436547"
"GATEWAY","","","-117.19490408","32.7542907"
"GATEWAY","","0.0","-117.19391844","32.75383068"
"GATEWAY","","","-117.19213564","32.75265263"
"GATEWAY","LPS","150.0","-117.19425658","32.75522747"
"GATEWAY","","","-117.19424629","32.75522747"
"GATEWAY","","0.0","-117.19511535","32.75377363"
"GATEWAY","","","-117.19536814","32.75376027"
"GATEWAY","","","-117.19693776","32.75222002"
"GATEWAY","","0.0","-117.19689082","32.75224663"
"GATEWAY","","","-117.19648801","32.75246023"
"GATEWAY","LPS","100.0","-117.19307427","32.75051811"
"GATEWAY","","","-117.19307789","32.75050898"
"GATEWAY","","","-117.19372149","32.75074336"
"GATEWAY","LPS","100.0","-117.19372733","32.75074438"
"GATEWAY","","","-117.19381805","32.75095992"
"GATEWAY","LPS","100.0","-117.19382341","32.75095653"
"GATEWAY","","","-117.19464027","32.75129841"
"GATEWAY","","0.0","-117.19463268","32.75129032"
"GATEWAY","","","-117.19476267","32.75153982"
"GATEWAY","","0.0","-117.1955978","32.75186254"
"GATEWAY","","","-117.19559529","32.7518445"
"GATEWAY","LPS","","-117.19564269","32.75208065"
"GATEWAY","","0.0","-117.1956456","32.75206746"
"GATEWAY","","","-117.19712172","32.7532386"
"GATEWAY","LPS","150.0","-117.19789878","32.75266526"
"GATEWAY","","0.0","-117.19740262","32.75302133"
"GATEWAY","","0.0","-117.19750658","32.75321775"
"GATEWAY","","","-117.19688646","32.75309168"
"GATEWAY","","","-117.19803424","32.75378835"
"GATEWAY","","0.0","-117.19832258","32.75356886"
"COBRA","IND","85.0","-117.18548244","32.74634614"
"COBRA","IND","85.0","-117.18583643","32.74589711"
"COBRA","IND","85.0","-117.18499537","32.74689079"
"COBRA","IND","85.0","-117.18576138","32.7475799"
"COBRA","IND","85.0","-117.18538139","32.74802919"
"COBRA","IND","85.0","-117.18495147","32.74855258"
"COBRA","IND","85.0","-117.18213853","32.74914855"
"COBRA","HPS","150.0","-117.18263263","32.74352615"
"COBRA","IND","85.0","-117.18335623","32.74426208"
"COBRA","IND","55.0","-117.18225018","32.74524332"
"COBRA","IND","85.0","-117.18267454","32.74455581"
"COBRA","IND","85.0","-117.18182804","32.74415001"
"COBRA","IND","85.0","-117.18467821","32.74578322"
"COBRA","IND","85.0","-117.18354902","32.74511918"
"COBRA","IND","85.0","-117.18135123","32.74469122"
"COBRA","IND","85.0","-117.18429006","32.74648148"
"COBRA","IND","85.0","-117.17975622","32.74641747"
"COBRA","IND","85.0","-117.18349963","32.74696907"
"COBRA","IND","85.0","-117.18291254","32.74738371"
"COBRA","IND","85.0","-117.18034728","32.74570212"
"COBRA","IND","55.0","-117.17925193","32.74696678"
"COBRA","IND","85.0","-117.18161981","32.74908612"
"POSTTOP","LPS","150.0","-117.18354328","32.75301213"
"COBRA","IND","85.0","-117.17911165","32.74824012"
"COBRA","IND","85.0","-117.18775749","32.75116462"
"COBRA","IND","85.0","-117.17711917","32.74804517"
"COBRA","IND","85.0","-117.17817461","32.74826084"
"COBRA","IND","165.0","-117.18919201","32.75109906"
"COBRA","IND","55.0","-117.18952413","32.75028131"
"COBRA","IND","85.0","-117.17918048","32.74928967"
"COBRA","IND","85.0","-117.17985981","32.74801103"
"COBRA","IND","85.0","-117.18959062","32.74936448"
"COBRA","IND","165.0","-117.18824376","32.74840324"
"COBRA","HPS","150.0","-117.18860692","32.74713129"
"COBRA","IND","85.0","-117.18039303","32.74740302"
"COBRA","IND","85.0","-117.18078609","32.74688253"
"COBRA","HPS","150.0","-117.18562813","32.74472174"
"COBRA","HPS","150.0","-117.18578624","32.74498378"
"COBRA","HPS","250.0","-117.18457183","32.74419891"
"COBRA","HPS","150.0","-117.18407969","32.74415521"
"COBRA","HPS","150.0","-117.18406544","32.74393972"
"COBRA","IND","85.0","-117.18156039","32.74654547"
"COBRA","IND","85.0","-117.19300324","32.75172413"
"COBRA","IND","85.0","-117.18127188","32.74633321"
"COBRA","IND","85.0","-117.18175943","32.7457658"
"COBRA","IND","85.0","-117.18430053","32.74924417"
"COBRA","IND","85.0","-117.18298405","32.75037728"
"COBRA","IND","85.0","-117.1839542","32.75033626"
"COBRA","IND","85.0","-117.18293114","32.7494234"
"COBRA","IND","165.0","-117.18366961","32.75131757"
"COBRA","IND","85.0","-117.18296377","32.74890973"
"COBRA","IND","165.0","-117.18276561","32.75109775"
"COBRA","IND","85.0","-117.18392257","32.74865968"
"COBRA","IND","85.0","-117.18068028","32.75074535"
"COBRA","IND","85.0","-117.18405278","32.74800917"
"COBRA","IND","85.0","-117.18133896","32.75040323"
"COBRA","IND","55.0","-117.18451682","32.74741108"
"POSTTOP","","","-117.21008842","32.7387957"
"POSTTOP","","0.0","-117.20737142","32.750354"
"POSTTOP","HPS","100.0","-117.20893897","32.75049849"
"POSTTOP","","0.0","-117.20907592","32.75027919"
"POSTTOP","","0.0","-117.20764898","32.75023058"
"COBRA","HPS","0.0","-117.21008432","32.75031073"
"POSTTOP","HPS","0.0","-117.18641483","32.74334122"
"POSTTOP","HPS","0.0","-117.18669247","32.7436954"
"POSTTOP","HPS","0.0","-117.18573201","32.7430445"
"POSTTOP","HPS","0.0","-117.18612549","32.74322891"
"POSTTOP","HPS","0.0","-117.18594458","32.74314296"
"POSTTOP","HPS","0.0","-117.18493611","32.74267195"
"POSTTOP","HPS","0.0","-117.18445491","32.74244287"
"POSTTOP","HPS","0.0","-117.18472628","32.74257304"
"POSTTOP","HPS","100.0","-117.18401046","32.74223364"
"POSTTOP","HPS","100.0","-117.18368993","32.74208023"
"POSTTOP","HPS","0.0","-117.18305679","32.74180614"
"POSTTOP","HPS","0.0","-117.182365","32.74148137"
"POSTTOP","HPS","100.0","-117.18216417","32.74137134"
"POSTTOP","HPS","100.0","-117.1818238","32.74123118"
"POSTTOP","HPS","100.0","-117.18164965","32.74108497"
"POSTTOP","HPS","0.0","-117.18138711","32.74104032"
"POSTTOP","HPS","0.0","-117.18107034","32.74089162"
"POSTTOP","HPS","0.0","-117.18112873","32.7406738"
"POSTTOP","HPS","0.0","-117.18136797","32.74260736"
"POSTTOP","HPS","0.0","-117.18110152","32.74251702"
"POSTTOP","LPS","35.0","-117.18093093","32.74304456"
"POSTTOP","LPS","35.0","-117.18041405","32.74251853"
"POSTTOP","HPS","0.0","-117.18096474","32.74284283"
"POSTTOP","LPS","35.0","-117.18070908","32.74254293"
"POSTTOP","HPS","0.0","-117.18242888","32.74309961"
"POSTTOP","HPS","0.0","-117.18278618","32.74328092"
"COBRA","IND","165.0","-117.19506544","32.74950157"
"POSTTOP","LPS","35.0","-117.18075333","32.74284514"
"COBRA","IND","85.0","-117.1796647","32.74706567"
"COBRA","IND","85.0","-117.19319949","32.7480238"
"COBRA","LPS","150.0","-117.19335205","32.74812538"
"GATEWAY","LPS","150.0","-117.19476923","32.75153811"
"COBRA","IND","165.0","-117.2070591","32.75001681"
"POSTTOP","","0.0","-117.21023801","32.74087617"
"POSTTOP","","0.0","-117.21025606","32.74128575"
"POSTTOP","","","-117.21022399","32.74167002"
"POSTTOP","","","-117.21058353","32.7419359"
"POSTTOP","","0.0","-117.19876837","32.74539247"
"POSTTOP","","0.0","-117.20074584","32.74643805"
"POSTTOP","","0.0","-117.20278961","32.74770295"
"POSTTOP","","0.0","-117.20315978","32.74794239"
"POSTTOP","","0.0","-117.20311157","32.74769445"
"POSTTOP","","0.0","-117.20342764","32.74788236"
"POSTTOP","","0.0","-117.20388071","32.74817317"
"POSTTOP","","0.0","-117.20439926","32.74869785"
"POSTTOP","HPS","0.0","-117.20506957","32.74888139"
"COBRA","IND","85.0","-117.17676752","32.72846821"
"SOFFIT","LED","55.0","-117.20184815","32.75487589"
"SOFFIT","LED","0.0","-117.2017027","32.75471465"
"SOFFIT","LED","55.0","-117.2015837","32.75483697"
"SOFFIT","LED","55.0","-117.2017589","32.75501767"
"SOFFIT","LED","0.0","-117.20145809","32.75500377"
"SOFFIT","LED","0.0","-117.20162998","32.75515111"
"SOFFIT","LPS","55.0","-117.2008143","32.75442992"
"SOFFIT","LPS","55.0","-117.2007405","32.75422228"
"SOFFIT","LPS","55.0","-117.20092358","32.75430814"
"SOFFIT","LPS","55.0","-117.20089065","32.75412046"
"MISCELLANEOUS-1HEAD","LPS","55.0","-117.20098274","32.75451588"
"SOFFIT","LPS","55.0","-117.20073891","32.75407456"
"POSTTOP","","","-117.19832573","32.75322897"
"POSTTOP","","","-117.1983606","32.75324928"
"GATEWAY","","","-117.19818178","32.75364928"
"GATEWAY","","","-117.19802753","32.75398122"
"GATEWAY","LPS","150.0","-117.19849656","32.75413122"
"GATEWAY","","","-117.1983901","32.75423906"
"COBRA","IND","0.0","-117.19870705","32.75437801"
"GATEWAY","","","-117.19843479","32.75439104"
"GATEWAY","","","-117.19861077","32.7544185"
"GATEWAY","","0.0","-117.19925113","32.75488759"
"GATEWAY","","","-117.19925033","32.7548953"
"GATEWAY","","","-117.19913387","32.75537911"
"POSTTOP","","0.0","-117.19946736","32.75541528"
"GATEWAY","","","-117.19940835","32.75538596"
"POSTTOP","","0.0","-117.21037078","32.74071824"
"POSTTOP","HPS","150.0","-117.21031043","32.74052309"
"POSTTOP","HPS","0.0","-117.17971094","32.74167233"
"POSTTOP","HPS","0.0","-117.17994027","32.74190887"
"POSTTOP","HPS","0.0","-117.18017402","32.74218696"
"POSTTOP","HPS","","-117.18027257","32.74188959"
"POSTTOP","HPS","0.0","-117.1807747","32.74233775"
"COBRA","","0.0","-117.18282479","32.74227122"
"POSTTOP","","","-117.21036647","32.73855534"
"GATEWAY","","0.0","-117.1965764","32.7526487"
"GATEWAY","","","-117.19651604","32.75286756"
"GATEWAY","","","-117.19917523","32.75463702"
"GATEWAY","","0.0","-117.19917791","32.75462574"
"POSTTOP","","","-117.19899954","32.75467086"
"GATEWAY","","","-117.19880587","32.75472952"
"POSTTOP","","0.0","-117.19926485","32.75552468"
"POSTTOP","HPS","0.0","-117.18365771","32.74375196"
"POSTTOP","HPS","0.0","-117.18502726","32.74446451"
"POSTTOP","HPS","0.0","-117.18519624","32.74469011"
"GATEWAY","","0.0","-117.19647413","32.75245241"
"GATEWAY","","","-117.19905527","32.75496803"
"COBRA","IND","85.0","-117.18474867","32.74451048"
"SOFFIT","HPS","0.0","-117.18273112","32.7422171"
"SOFFIT","HPS","0.0","-117.1824551","32.74237388"
"SOFFIT","HPS","0.0","-117.18223516","32.74247766"
"SOFFIT","LED","0.0","-117.18236658","32.74256677"
"SOFFIT","LED","0.0","-117.18264956","32.74244607"
"POSTTOP","HPS","0.0","-117.17970772","32.7414109"
"COBRA","HPS","","-117.17946872","32.74096977"
"COBRA","HPS","200.0","-117.19664208","32.74577532"
"COBRA","HPS","250.0","-117.17761655","32.73648357"
"COBRA","IND","165.0","-117.18141064","32.73951767"
"COBRA","IND","165.0","-117.18075239","32.73894692"
"COBRA","IND","165.0","-117.18130153","32.7393193"
"COBRA","HPS","90.0","-117.19608034","32.74609715"
"COBRA","HPS","200.0","-117.19626402","32.74602007"
"COBRA","IND","165.0","-117.19821012","32.74723222"
"COBRA","IND","165.0","-117.19802773","32.74722997"
"COBRA","IND","165.0","-117.19779975","32.74673141"
"COBRA","IND","85.0","-117.19786959","32.74610346"
"COBRA","IND","165.0","-117.19878097","32.74509124"
"COBRA","IND","165.0","-117.19897945","32.74516117"
"COBRA","IND","","-117.19606508","32.74546501"
"COBRA","","","-117.19506386","32.74512438"
"COBRA","","","-117.19486579","32.74502138"
"COBRA","","","-117.19425019","32.74469695"
"COBRA","","","-117.19410447","32.74461155"
"COBRA","HPS","90.0","-117.19438293","32.74490061"
"COBRA","IND","85.0","-117.19735196","32.74532128"
"COBRA","HPS","250.0","-117.19557245","32.74568651"
"COBRA","HPS","200.0","-117.19558739","32.74552931"
"COBRA","LPS","90.0","-117.19513842","32.74531062"
"COBRA","","0.0","-117.19523672","32.7457257"
"COBRA","LPS","90.0","-117.19495219","32.74558471"
"COBRA","HPS","90.0","-117.19466561","32.74543868"
"COBRA","HPS","250.0","-117.1942054","32.74517632"
"MISCELLANEOUS-1HEAD","","","-117.19397037","32.74452397"
"COBRA","LPS","90.0","-117.19462742","32.74460719"
"MISCELLANEOUS-1HEAD","","","-117.19446007","32.74455028"
"MISCELLANEOUS-1HEAD","","","-117.19431408","32.74450836"
"POSTTOP","","","-117.19419302","32.7444245"
"MISCELLANEOUS-1HEAD","","","-117.19427135","32.74445744"
"COBRA","LPS","35.0","-117.19469507","32.74450836"
"COBRA","LPS","35.0","-117.19459894","32.74444247"
"COBRA","LPS","35.0","-117.19450992","32.74441851"
"COBRA","LPS","35.0","-117.1944031","32.74437359"
"COBRA","LPS","35.0","-117.1943212","32.74440953"
"COBRA","","","-117.19346664","32.74484078"
"COBRA","LPS","35.0","-117.19433545","32.74431069"
"COBRA","LPS","35.0","-117.19429628","32.74429872"
"COBRA","LPS","35.0","-117.19428204","32.7443107"
"COBRA","HPS","250.0","-117.19365657","32.74417665"
"COBRA","HPS","150.0","-117.18424222","32.74059676"
"COBRA","HPS","250.0","-117.18519543","32.74106523"
"COBRA","HPS","250.0","-117.18603715","32.74104326"
"POSTTOP","","","-117.1786314","32.73610137"
"POSTTOP","","","-117.17885671","32.73634504"
"POSTTOP","","","-117.17924891","32.73689297"
"POSTTOP","","","-117.17940388","32.73699482"
"COBRA","","0.0","-117.17944606","32.73715661"
"POSTTOP","","","-117.17971501","32.73736483"
"COBRA","","0.0","-117.17980498","32.73748828"
"POSTTOP","","","-117.17991886","32.73758142"
"COBRA","HPS","55.0","-117.17930597","32.73795436"
"POSTTOP","","","-117.1800291","32.73770905"
"COBRA","","0.0","-117.18013447","32.73779564"
"COBRA","","","-117.18027175","32.73791315"
"POSTTOP","","","-117.18048407","32.73811726"
"COBRA","","0.0","-117.18040315","32.73803079"
"POSTTOP","","0.0","-117.17910345","32.73661058"
"MISCELLANEOUS-MANYHEAD","","","-117.18260311","32.7410606"
"COBRA","","0.0","-117.2073021","32.7501244"
"POSTTOP","UNKNOWN","150.0","-117.19912461","32.75548594"
"POSTTOP","","","-117.19906158","32.75538782"
